 S0     S1     E      O      M     CCS    YGC     YGCT     FGC    FGCT     CGC    CGCT       GCT    LGCC                 GCC
     -  45.41  23.94  85.81  99.11  97.69    188     0.642     0     0.000   122     0.202     0.844 G1 Evacuation Pause  No GC
     -  45.41  69.01  85.81  99.11  97.69    188     0.642     0     0.000   122     0.202     0.844 G1 Evacuation Pause  No GC
     -  47.78  23.94  85.83  99.11  97.69    189     0.644     0     0.000   122     0.202     0.846 G1 Evacuation Pause  No GC
     -  47.78  70.42  85.83  99.11  97.69    189     0.644     0     0.000   122     0.202     0.846 G1 Evacuation Pause  No GC
     -  46.23  22.22  86.00  99.11  97.69    190     0.646     0     0.000   122     0.202     0.849 G1 Evacuation Pause  No GC
     -  46.23  73.61  86.00  99.11  97.69    190     0.646     0     0.000   122     0.202     0.849 G1 Evacuation Pause  No GC
     -  46.70  22.22  86.09  99.11  97.69    191     0.648     0     0.000   124     0.205     0.853 G1 Evacuation Pause  No GC
     -  46.70  72.22  86.09  99.11  97.69    191     0.648     0     0.000   124     0.205     0.853 G1 Evacuation Pause  No GC
     -  43.47  25.00  86.13  99.11  97.69    192     0.650     0     0.000   124     0.205     0.854 G1 Evacuation Pause  No GC
     -  43.47  77.78  86.13  99.11  97.69    192     0.650     0     0.000   124     0.205     0.854 G1 Evacuation Pause  No GC
     -  43.40  31.94  85.32  99.11  97.69    193     0.652     0     0.000   124     0.205     0.856 G1 Evacuation Pause  No GC
     -  43.40  69.44  85.32  99.11  97.69    193     0.652     0     0.000   124     0.205     0.856 G1 Evacuation Pause  No GC
